Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
PN-37,https://github.com/astahmer/openapi-zod-client/pull/151,https://chat.openai.com/share/954082b4-d72d-4b5f-a0d1-4a2107705ddb,PN,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning openapi oneOf and anyOf but no example code snippets or file paths. The prompt does not define a goal related to a code change, transformation, or structured output—only an explanation—so Specificity is 0. No correctness criteria, constraints, examples, or test-like expectations are provided, so Verification is 0.",1,253.0,5.537334267,1.0,0.0,,merged,0.0,1.0,TypeScript,,0.0,0.0,PN-37,1,astahmer/openapi-zod-client,151,1,0,1,0,1,0,1
PN-38,https://github.com/mdn/content/pull/27070,https://chat.openai.com/share/67f598d7-89c2-491a-9a7b-a027120e6acf,PN,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by about github bot and PR on branch Specificity is moderate (S=1): the developer asks how to program such a bot, and the conversation focuses on implementation details, but the prompt does not define explicit constraints, output format requirements, or strict bounds. Verification is implicit (V=1): the intended behavior is inferable—listen for '/format', clone the PR branch, run Prettier, commit, and push—though no explicit correctness tests or invariants are stated.",3,5.0,1.791759469,1.0,0.0,,merged,131.0,54.0,YAML,,0.0,0.0,PN-38,3,mdn/content,27070,1,0,1,0,1,0,1
PN-39,https://github.com/internetarchive/iaux-collection-browser/pull/261,https://chat.openai.com/share/0d1e3d87-9515-40fb-a010-23f3d8bdb11d,PN,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions about javascript and provides code snipets. This provides clear locus and concrete evidence. Specificity (1): The goal—fixing the bug so 'Émile' is correctly selected—is clear. However, the prompt does not define explicit constraints, output formats, or structured reasoning requirements. Verification (1): There is an implied correctness condition: the new code should allow 'Émile' to match when filtering by 'E'. This provides an implicit behavioral expectation, but no explicit tests or assertions.",4,768.0,6.64509097,1.0,0.0,,merged,97.0,2.0,TypeScript,,0.0,1.0,PN-39,4,internetarchive/iaux-collection-browser,261,1,0,1,0,1,0,1
PN-40,https://github.com/VOICEVOX/voicevox/pull/1384,https://chat.openai.com/share/d8b56439-787f-4702-9e26-e16c323c3164,PN,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions typescript, mentions about speech synthesis framework, provides code symbols like {Kanji|Kanji} and mentions function like skipWritingPart function. This provides clear locus and concrete evidence. Specificity (1): The goal—implement skipReadingPart and skipWritingPart in TypeScript based on the {漢字|かんじ} pattern—is clearly stated. However, no explicit constraints, output format requirements, or detailed invariants are provided. Verification (1): The expected behavior is implicitly verifiable (漢字 retained in one function, かんじ retained in the other). Example input/output is shown, but no formal correctness criteria or test assertions are specified.",4,24.0,3.218875825,1.0,0.0,,merged,1.0,1.0,TypeScript,,0.0,0.0,PN-40,4,VOICEVOX/voicevox,1384,1,0,1,0,1,0,1
PN-41,https://github.com/wahanegi/vibereport/pull/64,https://chat.openai.com/share/7ebfba32-deec-4b7f-b3eb-26522897d6a0,PN,2.0,0.0,0.0,"Context was scored 2 because the prompt mentions sql, ruby languages and provides some code expression(snippets). This provides clear locus and concrete evidence. Specificity (0): The prompt requests a general solution ('How would I do a query...') without specifying constraints, required output format, boundaries, or reasoning instructions. The request is conceptual rather than scoped to a patch or structured output. Verification (0): No correctness conditions, invariants, expected I/O pairs, or constraints are provided. The prompt does not define how correctness should be measured.",2,2647.0,7.881559917,1.0,0.0,,merged,15.0,47.0,Ruby,,0.0,0.0,PN-41,2,wahanegi/vibereport,64,1,0,1,0,1,0,1
PN-42,https://github.com/open-learning-exchange/myplanet/pull/2231,https://chat.openai.com/share/d072619d-6c1e-4f43-9549-711713cf33d9,PN,2.0,1.0,0.0,"Context was scored 2 because the prompt provides code snippets with xml structure. This provides clear locus and concrete evidence. Specificity is scored 1 because the goal—translation—is clear but lacks constraints, scope, or structured output requirements. No correctness conditions, examples, or invariants are defined, resulting in Verification = 0.",3,1579.0,7.365180126,1.0,0.0,,merged,40.0,4.0,XML,,0.0,0.0,PN-42,3,open-learning-exchange/myplanet,2231,1,0,1,0,1,0,1
PN-43,https://github.com/daydule/odyssey-frontend/pull/29, https://chat.openai.com/share/a9452ad4-6b33-40a9-9e73-6d85fd5bd8fc,PN,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions React, and Next.js and provides code snippets with functions and symbols. This provides clear locus and concrete evidence. The goal appears to be about organizing or relocating the utility function within the project structure, which is a clear objective but lacks explicit constraints, required output format, or detailed acceptance conditions (S=1).",4,133.0,4.8978398,1.0,0.0,,merged,9.0,14.0,TypeScript,,0.0,0.0,PN-43,4,daydule/odyssey-frontend,29,1,0,1,0,1,0,1
PN-44,https://github.com/pokt-network/poktroll/pull/220,https://chat.openai.com/share/8f5daa07-dc01-4434-a978-c728923f6e78,PN,2.0,0.0,0.0,"Context was scored 2 because the prompt mentions golang and provides some code symbols like =. This provides clear locus and concrete evidence. The request is broad and does not specify goals, constraints, or output structure, so Specificity = 0. No behavioral rules, examples, invariants, or correctness criteria are provided or implied, resulting in Verification = 0.",2,2457.0,7.80710329,1.0,0.0,,merged,20.0,14.0,Go,,0.0,1.0,PN-44,2,pokt-network/poktroll,220,1,0,1,0,1,0,1
PN-45,https://github.com/BolasLien/enjoyment-luxury-hotel/pull/9, https://chat.openai.com/share/e416e597-5bf7-428e-880b-ecaa43a80ad3,PN,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about Typescript and React but does not include code snippets, files or anything concrete The request is explanatory/comparative in nature and does not define constraints, expected output format, migration rules, or bounded scope beyond conceptual clarification (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations i.e just inquiry on the need to use React.VFC and React.FC in typeScript.",1,230.0,5.442417711,1.0,0.0,,merged,2.0,1.0,TypeScript,,0.0,,PN-45,1,BolasLien/enjoyment-luxury-hotel,9,1,0,1,0,1,0,1
PN-46,https://github.com/alcionai/corso/pull/4417,https://chat.openai.com/share/9550ff9a-5077-459d-a35e-47c20890240e,PN,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about golang and jwt but no example code snippets or file paths. The request has no defined scope, constraints, or structured output requirements, resulting in Specificity = 0. It also provides no behavioral rules, expected I/O, invariants, or correctness criteria, leading to Verification = 0.",1,255.0,5.545177444,1.0,0.0,,merged,45.0,7.0,Go,,0.0,0.0,PN-46,1,alcionai/corso,4417,1,0,1,0,1,0,1
PN-47,https://github.com/lcompilers/lpython/pull/2323,https://chat.openai.com/share/51fe5b13-86a1-4ebe-809d-a71d7d284cab,PN,2.0,0.0,0.0,"Context was scored 2 because the prompt mentions linux and provides some sample code snippets in c programming language i.e. scanf(""%lld"", p). This provides clear locus and concrete evidence. It does not define a goal, scope, or constraints beyond asking 'what should I do?', so Specificity = 0. No correctness criteria, invariants, expected behaviors, or validation rules are provided, so Verification = 0.",2,222.0,5.407171771,1.0,0.0,,merged,1.0,2.0,C,,0.0,0.0,PN-47,2,lcompilers/lpython,2323,1,0,1,0,1,0,1
PN-48,https://github.com/adobe/aem-core-forms-components/pull/878,https://chat.openai.com/share/52a95f82-01e8-42c0-8ca8-069ca94f66f9,PN,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about .js It does not specify a goal, scope, or constraints tied to a coding task or PR, leading to Specificity = 0. No correctness rules, invariants, or validation criteria are mentioned, so Verification = 0.",1,2287.0,7.735433352,1.0,0.0,,merged,16.0,26.0,JavaScript,,0.0,0.0,PN-48,1,adobe/aem-core-forms-components,878,1,0,1,0,1,0,1
PN-49,https://github.com/sablier-labs/v2-periphery/pull/191,https://chat.openai.com/share/67619484-f686-4d11-8cac-cb9e8d4ca1ce,PN,2.0,0.0,0.0,"Context was scored 2 because the prompt mentions about the solidity framework and provides the actual solidity contract code to compare about to understand efficiency. This provides clear locus and concrete evidence. It does not request any specific output format, constraints, or scoped transformation, resulting in Specificity = 0. No correctness criteria, invariants, example I/O, or behavioral expectations are present, so Verification = 0.",2,160.0,5.081404365,1.0,0.0,,merged,23.0,1.0,YAML,,0.0,0.0,PN-49,2,sablier-labs/v2-periphery,191,1,0,1,0,1,0,1
PN-50,https://github.com/groundlight/python-sdk/pull/142,https://chat.openai.com/share/c2b2ef08-7577-41d6-890d-01a8ddab9517,PN,2.0,0.0,0.0,"Context was scored 2 because the prompt provides the file paths to the docusaurus website being hosted on github pages whose base url needs to be changed from ""/python-sdk/"" to ""/"", also the redirect old URL paths i.e. ""/python-sdk/docs"" to ""/docs"". It also mentions python sdk in the path indicating the language used. This provides clear locus and concrete evidence. It does not specify constraints, expected output format, or any structured requirements, so Specificity = 0. No correctness conditions, invariants, I/O expectations, or rules are described, giving Verification = 0.",2,21.0,3.091042453,1.0,0.0,,merged,18.0,1.0,Markdown,,0.0,1.0,PN-50,2,groundlight/python-sdk,142,1,0,1,0,1,0,1
PN-51,https://github.com/polywrap/evo.ninja/pull/206,https://chat.openai.com/share/f59d66c4-fe99-4ad3-83cf-cf4ffab427bd,PN,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions javascript and provides code snippets. This provides clear locus and concrete evidence. The task clearly defines the goal (write the body of math.factorial), detailed constraints (no new arguments, must use return, only fs/axios, no recursive call to the same function, use local variables, async body), and a template, which gives Specificity = 2. Verification is partly enabled by implicit correctness expectations such as maintaining argument usage rules, environment restrictions, and no-recursion constraints, but lacks explicit test cases or I/O assertions, giving Verification = 1.",5,3.0,1.386294361,1.0,0.0,,merged,0.0,1.0,TypeScript,,0.0,1.0,PN-51,5,polywrap/evo.ninja,206,1,0,1,0,1,0,1
PN-52,https://github.com/netket/netket/pull/1631,https://chat.openai.com/share/eefd3861-16f7-4850-ac63-998784264c7b,PN,2.0,0.0,0.0,"Context was scored 2 because the prompt provides the actual python code to modify. It also mentions a numpy framework, that array is a numpy. This provides clear locus and concrete evidence. Specificity is low because the goal ('a more elegant way') is vague, with no constraints, rules, or target format (S=0). Verification is absent; the prompt provides no correctness conditions, expected outputs, invariants, or behavioral requirements (V=0).",2,26.0,3.295836866,1.0,0.0,,merged,32.0,4.0,Python,,0.0,0.0,PN-52,2,netket/netket,1631,1,0,1,0,1,0,1
PN-53,https://github.com/chatwoot/chatwoot/pull/8136,https://chat.openai.com/share/781e05cf-afab-488d-afb3-4885e7df3d82,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by providing some symbols expression without mentioning language or framework The goal is clear—determine whether this code returns UTC—but no constraints, scope details, or structured output requirements are specified (score 1). The prompt contains no correctness criteria, behavioral expectations, or I/O examples; it only seeks an explanation (score 0).",2,215.0,5.375278408,1.0,0.0,,merged,252.0,33.0,Ruby,,0.0,1.0,PN-53,2,chatwoot/chatwoot,8136,1,0,1,0,1,0,1
NE-1,https://github.com/yzpocket/spring-cafeservice/pull/21,https://chat.openai.com/share/88445359-cc0e-41b9-955f-c446bbd2fc95,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt provides exact functions and java code snippets that have issues to be resolved and provides grounding evidence e.g TimeStamped class , setStore method. This provides clear locus and concrete evidence. Specificity (1): The developer asks conceptual questions about maintaining consistency in a bidirectional JPA relationship and how orphanRemoval, cascade, and convenience methods interact. The goal is clear (understanding relationship consistency), but no constraints, output format, or explicit scope are defined. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,79.0,4.382026635,0.0,,,merged,0.0,1.0,Java,,0.0,0.0,NE-1,3,yzpocket/spring-cafeservice,21,1,0,0,0,1,0,1
NE-2,https://github.com/darklang/dark/pull/5068,https://chat.openai.com/share/7fe27ca4-5c0e-431b-953b-7f6e23710b5c,NE,2.0,0.0,1.0,"Context was scored 2 because the prompt mentions DarkLang and provides code snippets with functions and symbols. This provides clear locus and concrete evidence. However, the request ""What's the performance of this code?"" is broad and does not define constraints such as target data structure assumptions, desired optimization goals, required output format, or measurable criteria (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to see the performance of the provided code snippet.",3,1002.0,6.910750788,0.0,,,merged,92.0,3.0,F#,,0.0,,NE-2,3,darklang/dark,5068,1,0,0,0,1,0,1
NE-3,https://github.com/SalesforceCommerceCloud/pwa-kit/pull/1528,https://chat.openai.com/share/d5a18a26-08b3-47ea-a1ac-952dee512285,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioniong about express.js library but no example code snippets or file paths. Specificity (0): The request is open-ended and conceptual, not specifying a goal related to code modification, constraints, or output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a general inquiry of how express.js middleware functions commonly named and giving sample names",1,486.0,6.188264123,0.0,,,merged,55.0,1.0,JavaScript,,0.0,1.0,NE-3,1,SalesforceCommerceCloud/pwa-kit,1528,1,0,0,0,1,0,1
NE-4,https://github.com/strictphp/http-clients/pull/7,https://chat.openai.com/share/df1da483-465a-49d6-80e1-fc6f21992b58,NE,1.0,0.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about PhP and names serialize and json_encode functions Specificity (0): The prompt has no defined goal, constraints, or task boundaries; it asks general comparative questions unrelated to implementation. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to detertime either serialize or json_encode is faster in PhP",2,595.0,6.390240667,0.0,,,merged,0.0,6.0,PHP,,0.0,0.0,NE-4,2,strictphp/http-clients,7,1,0,0,0,1,0,1
NE-5,https://github.com/faker-js/faker/pull/2724,https://chat.openai.com/share/cda15592-1515-461c-8245-0f676d3b6f0e,NE,1.0,0.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about uzbek color and provides example strings The request lacks a defined software goal, scope, or constraints (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided uzbek colors are translated and whether they are all valid colors.",2,99.0,4.605170186,0.0,,,merged,1.0,8.0,TypeScript,,0.0,0.0,NE-5,2,faker-js/faker,2724,1,0,0,0,1,0,1
NE-6,https://github.com/PostHog/posthog.com/pull/6456,https://chat.openai.com/share/0a9cc9bb-70cc-47e7-a2af-0fedf9c6ba2f,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question about the easiest way to see the network calls a server or my computer made without referring to any code file or any framework. The prompt does not specify a task scope, constraints, or instructions that shape the model's response—therefore Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0,176.0,5.176149733,0.0,,,merged,1.0,1.0,JavaScript,,0.0,1.0,NE-6,0,PostHog/posthog.com,6456,1,0,0,0,1,0,1
NE-7,https://github.com/skypilot-org/skypilot/pull/3081,https://chat.openai.com/share/1a5fb45b-2e92-406f-83ec-89b5501be830,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about the linux operating system and listing some of the commands like forcefully killed, aborted and cancelled. The prompt does not express any goal directed at code modification, debugging, or structured output—only a conceptual question (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1,282.0,5.645446898,0.0,,,merged,544.0,5.0,Python,,0.0,1.0,NE-7,1,skypilot-org/skypilot,3081,1,0,0,0,1,0,1
NE-8,https://github.com/faker-js/faker/pull/2230,https://chat.openai.com/share/873706bf-58f8-43d7-9005-553179f58a8b,NE,0.0,0.0,1.0,"Context was scored 0 because prompt is general query on translating text into more positive tone, it has no code snippet, no function name. The task is a generic rewriting request with no defined goal beyond 'make it more positive,' no constraints, and no structured output requirements (Specificity=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided text is rephrased a in more postive tone and is shortened compared to the original text .",1,2103.0,7.651595574,0.0,,,merged,0.0,56.0,TypeScript,,0.0,0.0,NE-8,1,faker-js/faker,2230,1,0,0,0,1,0,1
NE-9,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/225,https://chat.openai.com/share/edbfaba8-f225-4168-8d86-c8263ed9ddc5,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about spotify api, no code snippets , functions. The goal is clear—to generate a formal privacy policy—but the request provides no constraints, structure requirements, or boundaries beyond describing the app’s social features, earning Specificity = 1. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior or test-like expectations. prompt just requires to write a privacy policy for a workout app with the name of barbell but with no clear format or something to benchmark on.",2,575.0,6.356107661,0.0,,,merged,4.0,5.0,TypeScript,,0.0,0.0,NE-9,2,UNLV-CS472-672/2024-S-GROUP3-Barbell,225,1,0,0,0,1,0,1
NE-10,https://github.com/nishiki-tech/nishiki-frontend/pull/184,https://chat.openai.com/share/a85682c7-e98b-4ab9-9f84-a0a0edc9d88d,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about css and tailwindcss. The request does not specify a goal, scope, constraints, or expected output beyond seeking a general explanation (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. General inquiry whether in In CSS or Tailwind CSS it is a good practice to always use rem even for very small values, such as 0.075rem instead of 1.2px?",1,120.0,4.795790546,0.0,,,merged,8.0,4.0,TypeScript,,0.0,1.0,NE-10,1,nishiki-tech/nishiki-frontend,184,1,0,0,0,1,0,1
NE-11,https://github.com/VOICEVOX/voicevox_core/pull/532,https://chat.openai.com/share/60d93fac-6c72-4532-8f7b-f87671a2a73d,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by providing sample conversation between members who wanted to decide on the technical words to use in a change i.e. constructor/destructor or generate/release. The user simply asks for an opinion about the terminology debate without defining a task goal, constraints, or required output structure, so S=0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1,2170.0,7.68294317,0.0,,,merged,93.0,38.0,Rust,,0.0,0.0,NE-11,1,VOICEVOX/voicevox_core,532,1,0,0,0,1,0,1
NE-12,https://github.com/SSWConsulting/SSW.Rules.Content/pull/7614,https://chat.openai.com/share/d7be0b08-bdfc-4822-aa9a-bd4843e83078,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt asks a general question about which of the given statements is more correct. The prompt does not outline a development goal, scope, or constraints; it simply asks a language-usage question—so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1,2.0,1.098612289,0.0,,,merged,0.0,1.0,Markdown,,0.0,0.0,NE-12,1,SSWConsulting/SSW.Rules.Content,7614,1,0,0,0,1,0,1
NE-13,https://github.com/lfortran/lfortran/pull/2446,https://chat.openai.com/share/4125d435-8002-4656-9edd-85fd4f745cb2,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about Fortran programming language and provides sample code snippets.This provides clear locus and concrete evidence. The goal is clear ('give me a good name for such a compiler option' and later variants), but no constraints, format requirements, or scope boundaries are defined (1). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a general inquiry on how to name fotran compiler option for allowing certain feature.",3,184.0,5.220355825,0.0,,,merged,146.0,2.0,C++,,0.0,1.0,NE-13,3,lfortran/lfortran,2446,1,0,0,0,1,0,1
NE-14,https://github.com/PolicyEngine/policyengine-us/pull/3275,https://chat.openai.com/share/46cfecf8-fe9f-4520-8d59-a2a9f2c819a2,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about where in the California legal code specifies the maximum age for students (24) to qualify for a child exemption without referring to any code, file , function name. It does not provide any code snippet, error message or framework details. No concrete locus or evidence is provided. No explicit goal, scope, or constraints are defined regarding code modification, analysis, or structured output. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0,598.0,6.395261598,0.0,,,merged,5.0,100.0,YAML,,0.0,0.0,NE-14,0,PolicyEngine/policyengine-us,3275,1,0,0,0,1,0,1
NE-15,https://github.com/whatwg/urlpattern/pull/198,https://chat.openai.com/share/550e4e1f-39cf-4a01-8664-85cdbb399d2b,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about which of the two provide english statement is correct. no code snippet, no function. It lacks any task definition related to software, no scope or constraints, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. General inquiry of which of the provided statements is more correct.",0,177.0,5.18178355,0.0,,,merged,3.0,11.0,HTML,,0.0,1.0,NE-15,0,whatwg/urlpattern,198,1,0,0,0,1,0,1
NE-16,https://github.com/PolicyEngine/policyengine-us/pull/2764,https://chat.openai.com/share/6d013c41-719c-483c-9cf5-b684220303d4,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by providing some code symbols mentions i.e. some variable name like pell_grant_base_income Specificity (1): The goal—suggesting a name for a variable representing income used in Pell Grant calculations—is clear, but no constraints, formats, or scope boundaries are specified. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. A general inquiry to suggest a name for a policyengine variable that represents the main income used for computing pell grants sample names.",2,1108.0,7.011213987,0.0,,,merged,9.0,16.0,YAML,,0.0,0.0,NE-16,2,PolicyEngine/policyengine-us,2764,1,0,0,0,1,0,1
NE-17,https://github.com/Ludeon/RimWorld-ru/pull/1571,https://chatgpt.com/share/4081d39a-5575-4c90-b47f-b8804ea9b817,NE,0.0,0.0,1.0,"Context was scored 0 because the prompt asks a general question inquiring about finding a general verb that works across two contexts: butchering and feed production without referring to any code, file , function name. It does not provide any code snippet, error message or framework details. No concrete locus or evidence is provided. The request is open-ended and exploratory, asking about phrasing and meaning rather than defining a structured task, constraints, required format, or bounded scope (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to see the if a general verb works across two contexts: butchering and feed production.",1,333.0,5.811140993,0.0,,,merged,15.0,15.0,XML,,0.0,,NE-17,1,Ludeon/RimWorld-ru,1571,1,0,0,0,1,0,1
NE-18,https://github.com/AdamAkiva/dashboard/pull/14,https://chat.openai.com/share/b987db53-c011-477c-855f-6234268a0e29,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about google auth framework and javascript. Specificity (1): The developer asks an architectural question—where to implement OAuth—and explores a combined approach, showing a clear goal but lacking constraints, expected outputs, or structured requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. An inquiry of whether google oauth logic for js app should happen in frontend of the app or backend",2,,,0.0,,,,,,,,,,NE-18,2,AdamAkiva/dashboard,14,0,0,0,0,0,0,0
NE-19,https://github.com/VOICEVOX/voicevox/pull/1790,https://chat.openai.com/share/3640a35f-056b-4be6-912b-321796408267,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about what to name the UI element that appears while processing in the background. The prompt is broad and does not specify the goal in a structured way or include constraints, expected formats, or instructions, so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0,516.0,6.248042875,0.0,,,merged,123.0,15.0,TypeScript,,0.0,0.0,NE-19,0,VOICEVOX/voicevox,1790,1,0,0,0,1,0,1
NE-20,https://github.com/unoplatform/uno/pull/12428,https://chat.openai.com/share/cbb73f9e-e57f-4ace-8c1b-4d7fcc5e78b7,NE,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions c# and provides code snippets to compare. This provides clear locus and concrete evidence. Specificity (1): The user asks whether the two code statements are equivalent—this is a clear goal but offers no constraints, structure, or required format for the answer. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whetherr the 2 C# lines are equaivalent according to Morgan Law",4,3017.0,8.012349639,0.0,,,merged,237.0,74.0,XML,,0.0,1.0,NE-20,4,unoplatform/uno,12428,1,0,0,0,1,0,1
NE-21,https://github.com/primer-io/primer-sdk-ios/pull/723,https://chat.openai.com/share/3ff353ef-09a3-46b0-b4ea-1a01aa097b82,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt provides exact functions and typescript code snippet that is being inquired about and provides grounding evidence e.g PrimerCardState class. This provides clear locus and concrete evidence. Specificity (1): The goal—finding a better name for the class—is clear, but the prompt does not define constraints or expected formats. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,949.0,6.856461985,0.0,,,merged,18.0,5.0,Swift,,0.0,1.0,NE-21,3,primer-io/primer-sdk-ios,723,1,0,0,0,1,0,1
NE-22,https://github.com/open-truss/open-truss/pull/113,https://chat.openai.com/share/ed5782e6-2008-4a16-93fe-762d807b4156,NE,2.0,0.0,0.0,"Context was scored 2 because the prompt provides functions with code snippets and symbols to compare. This provides clear locus and concrete evidence. The request is broad and conceptual, asking for generic guidance on choosing between function declaration and arrow function syntax; therefore Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on how you choose which form of function to use",2,107.0,4.682131227,0.0,,,merged,19.0,1.0,TypeScript,,0.0,1.0,NE-22,2,open-truss/open-truss,113,1,0,0,0,1,0,1
NE-23,https://github.com/faker-js/faker/pull/2658,https://chat.openai.com/share/bbb3bb28-cb2d-436e-beb8-af36537c0897,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about .gitattributes file and provides symbols and expressions. Specificity (1): The user clearly asks what each entry means, but does not define constraints, expected format, or structured reasoning requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on what ""* -crlf"", ""* text eol=lf"" mean in In a .gitattributes file.",2,3.0,1.386294361,0.0,,,merged,320.0,1.0,TypeScript,,0.0,0.0,NE-23,2,faker-js/faker,2658,1,0,0,0,1,0,1
NE-24,https://github.com/testsigmahq/testsigma-docs/pull/349,https://chat.openai.com/share/85b5da6d-9524-45e7-be53-a9902a332724,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about NLP and variable names like $|runtimeVariable. The goal—rewrite the text—is clear, but no constraints, style rules, or formatting requirements are provided beyond being for documentation; thus specificity remains limited (S=1). Verification was scored 1 because the prompt contains implicit correctness criteria i.e. user can verify wether the documentation text has been reworded to some text.",3,11.0,2.48490665,0.0,,,merged,1.0,1.0,Markdown,,0.0,0.0,NE-24,3,testsigmahq/testsigma-docs,349,1,0,0,0,1,0,1
NE-25,https://github.com/marqo-ai/marqo/pull/670,https://chat.openai.com/share/d6c43184-1ad5-49b5-b209-e659bdb68c33,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about unit testing and private methods. :contentReference[oaicite:0]{index=0} Specificity (1): The goal is clear (“what does it say about the design if testing requires unit-testing private methods”), but no constraints, scope, or structured output requirements are given. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2,464.0,6.142037406,0.0,,,merged,53.0,2.0,Python,,0.0,0.0,NE-25,2,marqo-ai/marqo,670,1,0,0,0,1,0,1
NE-26,https://github.com/VOICEVOX/pyopenjtalk/pull/18,https://chat.openai.com/share/08720d55-11d8-4274-94f4-5d35e3340614,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning install_requires and pyproject.toml. The prompt does not define a specific goal beyond a conceptual explanation, providing no scope or constraints, so Specificity=0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on what takes priority i.e requires in [build-system] in pyproject.toml or install_requires in setup.py",1,2.0,1.098612289,0.0,,,merged,0.0,1.0,TOML,,0.0,0.0,NE-26,1,VOICEVOX/pyopenjtalk,18,1,0,0,0,1,0,1
