Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS
PN-46,https://github.com/alcionai/corso/pull/4417,https://chat.openai.com/share/9550ff9a-5077-459d-a35e-47c20890240e,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about golang and jwt but no example code snippets or file paths. Specificity was scored 1 because the goal is clear i.e understand how to check in golang whether the jwt token is still valid taking into account that the current timezone might be different from the one in which the token was generated in but there's no clearly defined constraints or expected output format. It also provides no behavioral rules, expected I/O, invariants, or correctness criteria, leading to Verification = 0. ",2
PN-47,https://github.com/lcompilers/lpython/pull/2323,https://chat.openai.com/share/51fe5b13-86a1-4ebe-809d-a71d7d284cab,PN,2,1,0,"Context was scored 2 because the prompt mentions linux and provides some sample code snippets in c programming language i.e. scanf(""%lld"", p). This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e understand what to do to ensure no warnings are shown on both mac and linux but there's no clearly defined constraints or expected output format. No correctness criteria, invariants, expected behaviors, or validation rules are provided, so Verification = 0. ",3
PN-48,https://github.com/adobe/aem-core-forms-components/pull/878,https://chat.openai.com/share/52a95f82-01e8-42c0-8ca8-069ca94f66f9,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about .js. Specificity was scored 1 because the goal is clear i.e understand whether to import with .js sufix as a best practise, but there's no clearly defined constraints or expected output format. No correctness rules, invariants, or validation criteria are mentioned, so Verification = 0. ",2
PN-49,https://github.com/sablier-labs/v2-periphery/pull/191,https://chat.openai.com/share/67619484-f686-4d11-8cac-cb9e8d4ca1ce,PN,2,1,0,"Context was scored 2 because the prompt mentions about the solidity framework and provides the actual solidity contract code to compare about to understand efficiency. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e understand whether it’s more efficient to pack types smaller than uint256 together in a Solidity with some scope defined but no specific output format, constraints. No correctness criteria, invariants, example I/O, or behavioral expectations are present, so Verification = 0.",3
PN-50,https://github.com/groundlight/python-sdk/pull/142,https://chat.openai.com/share/c2b2ef08-7577-41d6-890d-01a8ddab9517,PN,2,2,0,"Context was scored 2 because the prompt provides the file paths to the docusaurus website being hosted on github pages whose base url needs to be changed from ""/python-sdk/"" to ""/"", also the redirect old URL paths i.e. ""/python-sdk/docs"" to ""/docs"". It also mentions python sdk in the path indicating the language used. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines clear explicit goal , scope and constraints.i.e, changing the base URL from ""/python-sdk/"" to ""/"" and also redirecting old URL paths i.e. ""/python-sdk/docs"" to ""/docs. No correctness conditions, invariants, I/O expectations, or rules are described, giving Verification = 0.",4
PN-51,https://github.com/polywrap/evo.ninja/pull/206,https://chat.openai.com/share/f59d66c4-fe99-4ad3-83cf-cf4ffab427bd,PN,2,2,1,"Context was scored 2 because the prompt mentions javascript and provides code snippets. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal, scope and constraints and output format i.e write the javascript function ""math.factorial"" using recursion with detailed constraints and expected return output. Verification is partly enabled by implicit correctness expectations such as maintaining argument usage rules, environment restrictions, and no-recursion constraints, but lacks explicit test cases or I/O assertions, giving Verification = 1. ",5
PN-52,https://github.com/netket/netket/pull/1631,https://chat.openai.com/share/eefd3861-16f7-4850-ac63-998784264c7b,PN,2,1,0,"Context was scored 2 because the prompt provides the actual python code to modify. It also mentions a numpy framework, that array is a numpy. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e  to reshape the numpy (σp) array elegantly but no clear scope defined. Verification is absent; the prompt provides no correctness conditions, expected outputs, invariants, or behavioral requirements (V=0).",3
PN-53,https://github.com/chatwoot/chatwoot/pull/8136,https://chat.openai.com/share/781e05cf-afab-488d-afb3-4885e7df3d82,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by providing some symbols expression without mentioning language or framework. Specificity was scored 1 because the goal is clear i.e to determine whether provided code returns UTC but no clear scope or constraints are defined. The prompt contains no correctness criteria, behavioral expectations, or I/O examples; it only seeks an explanation (score 0).",2
NE-1,https://github.com/yzpocket/spring-cafeservice/pull/21,https://chat.openai.com/share/88445359-cc0e-41b9-955f-c446bbd2fc95,NE,2,1,0,"Context was scored 2 because the prompt provides exact functions and java code snippets that have issues to be resolved and provides grounding evidence e.g TimeStamped class , setStore method. This provides clear locus and concrete evidence. Specificity (1): The developer asks conceptual questions about maintaining consistency in a bidirectional JPA relationship and how orphanRemoval, cascade, and convenience methods interact. The goal is clear (understanding relationship consistency), but no constraints, output format, or explicit scope are defined. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-2,https://github.com/darklang/dark/pull/5068,https://chat.openai.com/share/7fe27ca4-5c0e-431b-953b-7f6e23710b5c,NE,2,0,1,"Context was scored 2 because the prompt mentions DarkLang and provides code snippets with functions and symbols. This provides clear locus and concrete evidence. However, the request ""What's the performance of this code?"" is broad and does not define constraints such as target data structure assumptions, desired optimization goals, required output format, or measurable criteria (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to see the performance of the provided code snippet.",3
NE-3,https://github.com/SalesforceCommerceCloud/pwa-kit/pull/1528,https://chat.openai.com/share/d5a18a26-08b3-47ea-a1ac-952dee512285,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioniong about express.js library but no example code snippets or file paths. Specificity (0): The request is open-ended and conceptual, not specifying a goal related to code modification, constraints, or output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a general inquiry of how express.js middleware functions commonly named and giving sample names",1
NE-4,https://github.com/strictphp/http-clients/pull/7,https://chat.openai.com/share/df1da483-465a-49d6-80e1-fc6f21992b58,NE,1,0,1,"Context was scored 1 because the prompt provides partial context by mentioning about PhP and names serialize and json_encode functions Specificity (0): The prompt has no defined goal, constraints, or task boundaries; it asks general comparative questions unrelated to implementation. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to detertime either serialize or json_encode is faster in PhP",2
NE-5,https://github.com/faker-js/faker/pull/2724,https://chat.openai.com/share/cda15592-1515-461c-8245-0f676d3b6f0e,NE,1,0,1,"Context was scored 1 because the prompt provides partial context by mentioning about uzbek color and provides example strings The request lacks a defined software goal, scope, or constraints (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided uzbek colors are translated and whether they are all valid colors.",2
NE-6,https://github.com/PostHog/posthog.com/pull/6456,https://chat.openai.com/share/0a9cc9bb-70cc-47e7-a2af-0fedf9c6ba2f,NE,0,0,0,"Context was scored 0 because the prompt asks a general question about the easiest way to see the network calls a server or my computer made without referring to any code file or any framework. The prompt does not specify a task scope, constraints, or instructions that shape the model's response—therefore Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0
NE-7,https://github.com/skypilot-org/skypilot/pull/3081,https://chat.openai.com/share/1a5fb45b-2e92-406f-83ec-89b5501be830,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about the linux operating system and listing some of the commands like forcefully killed, aborted and cancelled. The prompt does not express any goal directed at code modification, debugging, or structured output—only a conceptual question (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1
NE-8,https://github.com/faker-js/faker/pull/2230,https://chat.openai.com/share/873706bf-58f8-43d7-9005-553179f58a8b,NE,0,0,1,"Context was scored 0 because prompt is general query on translating text into more positive tone, it has no code snippet, no function name. The task is a generic rewriting request with no defined goal beyond 'make it more positive,' no constraints, and no structured output requirements (Specificity=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided text is rephrased a in more postive tone and is shortened compared to the original text .",1
NE-9,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/225,https://chat.openai.com/share/edbfaba8-f225-4168-8d86-c8263ed9ddc5,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about spotify api, no code snippets , functions. The goal is clear—to generate a formal privacy policy—but the request provides no constraints, structure requirements, or boundaries beyond describing the app’s social features, earning Specificity = 1. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior or test-like expectations. prompt just requires to write a privacy policy for a workout app with the name of barbell but with no clear format or something to benchmark on.",2
NE-10,https://github.com/nishiki-tech/nishiki-frontend/pull/184,https://chat.openai.com/share/a85682c7-e98b-4ab9-9f84-a0a0edc9d88d,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about css and tailwindcss. The request does not specify a goal, scope, constraints, or expected output beyond seeking a general explanation (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. General inquiry whether in In CSS or Tailwind CSS it is a good practice to always use rem even for very small values, such as 0.075rem instead of 1.2px?",1
NE-11,https://github.com/VOICEVOX/voicevox_core/pull/532,https://chat.openai.com/share/60d93fac-6c72-4532-8f7b-f87671a2a73d,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by providing sample conversation between members who wanted to decide on the technical words to use in a change i.e. constructor/destructor or generate/release. The user simply asks for an opinion about the terminology debate without defining a task goal, constraints, or required output structure, so S=0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1
NE-12,https://github.com/SSWConsulting/SSW.Rules.Content/pull/7614,https://chat.openai.com/share/d7be0b08-bdfc-4822-aa9a-bd4843e83078,NE,1,0,0,"Context was scored 1 because the prompt asks a general question about which of the given statements is more correct. The prompt does not outline a development goal, scope, or constraints; it simply asks a language-usage question—so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1
NE-13,https://github.com/lfortran/lfortran/pull/2446,https://chat.openai.com/share/4125d435-8002-4656-9edd-85fd4f745cb2,NE,2,1,0,"Context was scored 2 because the prompt mentions about Fortran programming language and provides sample code snippets.This provides clear locus and concrete evidence. The goal is clear ('give me a good name for such a compiler option' and later variants), but no constraints, format requirements, or scope boundaries are defined (1). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a general inquiry on how to name fotran compiler option for allowing certain feature.",3
NE-14,https://github.com/PolicyEngine/policyengine-us/pull/3275,https://chat.openai.com/share/46cfecf8-fe9f-4520-8d59-a2a9f2c819a2,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about where in the California legal code specifies the maximum age for students (24) to qualify for a child exemption without referring to any code, file , function name. It does not provide any code snippet, error message or framework details. No concrete locus or evidence is provided. No explicit goal, scope, or constraints are defined regarding code modification, analysis, or structured output. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0
NE-15,https://github.com/whatwg/urlpattern/pull/198,https://chat.openai.com/share/550e4e1f-39cf-4a01-8664-85cdbb399d2b,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about which of the two provide english statement is correct. no code snippet, no function. It lacks any task definition related to software, no scope or constraints, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. General inquiry of which of the provided statements is more correct.",0
NE-16,https://github.com/PolicyEngine/policyengine-us/pull/2764,https://chat.openai.com/share/6d013c41-719c-483c-9cf5-b684220303d4,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by providing some code symbols mentions i.e. some variable name like pell_grant_base_income Specificity (1): The goal—suggesting a name for a variable representing income used in Pell Grant calculations—is clear, but no constraints, formats, or scope boundaries are specified. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. A general inquiry to suggest a name for a policyengine variable that represents the main income used for computing pell grants sample names.",2
NE-17,https://github.com/Ludeon/RimWorld-ru/pull/1571,https://chatgpt.com/share/4081d39a-5575-4c90-b47f-b8804ea9b817,NE,0,0,1,"Context was scored 0 because the prompt asks a general question inquiring about finding a general verb that works across two contexts: butchering and feed production without referring to any code, file , function name. It does not provide any code snippet, error message or framework details. No concrete locus or evidence is provided. The request is open-ended and exploratory, asking about phrasing and meaning rather than defining a structured task, constraints, required format, or bounded scope (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to see the if a general verb works across two contexts: butchering and feed production.",1
NE-18,https://github.com/AdamAkiva/dashboard/pull/14,https://chat.openai.com/share/b987db53-c011-477c-855f-6234268a0e29,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about google auth framework and javascript. Specificity (1): The developer asks an architectural question—where to implement OAuth—and explores a combined approach, showing a clear goal but lacking constraints, expected outputs, or structured requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. An inquiry of whether google oauth logic for js app should happen in frontend of the app or backend",2
NE-19,https://github.com/VOICEVOX/voicevox/pull/1790,https://chat.openai.com/share/3640a35f-056b-4be6-912b-321796408267,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about what to name the UI element that appears while processing in the background. The prompt is broad and does not specify the goal in a structured way or include constraints, expected formats, or instructions, so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0
NE-20,https://github.com/unoplatform/uno/pull/12428,https://chat.openai.com/share/cbb73f9e-e57f-4ace-8c1b-4d7fcc5e78b7,NE,2,1,1,"Context was scored 2 because the prompt mentions c# and provides code snippets to compare. This provides clear locus and concrete evidence. Specificity (1): The user asks whether the two code statements are equivalent—this is a clear goal but offers no constraints, structure, or required format for the answer. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whetherr the 2 C# lines are equaivalent according to Morgan Law",4
NE-21,https://github.com/primer-io/primer-sdk-ios/pull/723,https://chat.openai.com/share/3ff353ef-09a3-46b0-b4ea-1a01aa097b82,NE,2,1,0,"Context was scored 2 because the prompt provides exact functions and typescript code snippet that is being inquired about and provides grounding evidence e.g PrimerCardState class. This provides clear locus and concrete evidence. Specificity (1): The goal—finding a better name for the class—is clear, but the prompt does not define constraints or expected formats. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-22,https://github.com/open-truss/open-truss/pull/113,https://chat.openai.com/share/ed5782e6-2008-4a16-93fe-762d807b4156,NE,2,0,0,"Context was scored 2 because the prompt provides functions with code snippets and symbols to compare. This provides clear locus and concrete evidence. The request is broad and conceptual, asking for generic guidance on choosing between function declaration and arrow function syntax; therefore Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on how you choose which form of function to use",2
NE-23,https://github.com/faker-js/faker/pull/2658,https://chat.openai.com/share/bbb3bb28-cb2d-436e-beb8-af36537c0897,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about .gitattributes file and provides symbols and expressions. Specificity (1): The user clearly asks what each entry means, but does not define constraints, expected format, or structured reasoning requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on what ""* -crlf"", ""* text eol=lf"" mean in In a .gitattributes file.",2
NE-24,https://github.com/testsigmahq/testsigma-docs/pull/349,https://chat.openai.com/share/85b5da6d-9524-45e7-be53-a9902a332724,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about NLP and variable names like $|runtimeVariable. The goal—rewrite the text—is clear, but no constraints, style rules, or formatting requirements are provided beyond being for documentation; thus specificity remains limited (S=1). Verification was scored 1 because the prompt contains implicit correctness criteria i.e. user can verify wether the documentation text has been reworded to some text.",3
NE-25,https://github.com/marqo-ai/marqo/pull/670,https://chat.openai.com/share/d6c43184-1ad5-49b5-b209-e659bdb68c33,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about unit testing and private methods. :contentReference[oaicite:0]{index=0} Specificity (1): The goal is clear (“what does it say about the design if testing requires unit-testing private methods”), but no constraints, scope, or structured output requirements are given. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2
NE-26,https://github.com/VOICEVOX/pyopenjtalk/pull/18,https://chat.openai.com/share/08720d55-11d8-4274-94f4-5d35e3340614,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning install_requires and pyproject.toml. The prompt does not define a specific goal beyond a conceptual explanation, providing no scope or constraints, so Specificity=0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on what takes priority i.e requires in [build-system] in pyproject.toml or install_requires in setup.py",1
NE-27,https://github.com/ubiquity/ubiquibot/pull/608,https://chat.openai.com/share/8a97e9da-a8ce-45e9-8bf0-9bdd5b45f643,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about technology like gnosis chaingurl search params, commands like /query. Specificity (1): The goal is clear (score similarity between 0 and 10), but lacks constraints such as required output format, structured justification, or reasoning steps. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether the paragraph's similarity to the target paragraph is assigned a similarity score between 0 and 10 (the provided criteria.)",3
NE-28,https://github.com/vigneshp25/VigneshAngularProject/pull/3,https://chat.openai.com/share/b8e6d988-f7ac-4bec-8b0c-1ce030538582,NE,1,0,1,"Context was scored 1 because the prompt provides partial context by mentioning about tailwind, css and autoprefixer but does not include code snippets, files or anything concrete It does not define a concrete goal beyond a yes/no informational query, nor does it specify scope, constraints, required output format, or implementation context (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to see whether tailwind uses post css and autoprefixer.",2
NE-29,https://github.com/gradle/gradle/pull/26792,https://chat.openai.com/share/2901f5fc-81a4-4c6c-a3d3-604e19e1b90f,NE,0,1,0,"Context was scored 0 because the prompt asks a general question inquiring about english grammar i.e describing the ""un-"" prefix used in English. No code snippet, function, symbol or file path The prompt has a clear goal—choosing the correct naming convention—but it contains no constraints, scope boundaries, or expected output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on how to describe the ""un-"" prefix used in English, such as in ""unnatural"" or ""unwarranted",1
NE-30,https://github.com/BitBoxSwiss/bitbox-wallet-app/pull/2415,https://chat.openai.com/share/4c3f44d9-5a73-4605-abfe-a1e5daf5e21c,NE,2,1,1,"Context was scored 2 because the prompt mentions about mac, brew and also provides file paths like arch -x86_64 /bin/bash -c ""$(curl -fsSL https://raw.githubusercontent.com/Homebrew/install/master/install.sh. This provides clear locus and concrete evidence. Specificity (1): The user clearly asks for the location of the Homebrew binary under different installation methods, but does not specify constraints or structured output requirements. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The location of the brew binary can be checked on mac M1.",4
NE-31,https://github.com/TeamCodeStream/codestream/pull/1638,https://chat.openai.com/share/04814a64-5872-4665-a427-2b672e2a7297,NE,2,1,1,"Context was scored 2 because the prompt mentions about NRQL and provides code snippets.This provides clear locus and concrete evidence. Specificity (1): The question asks for differences between several New Relic metrics, which is a clear goal, but it does not establish constraints, desired format, or boundaries. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked to verify the different measurements for hello_world in the NRQL query results and what they represent from the New Relic",4
NE-32,https://github.com/chatwoot/chatwoot/pull/8231,https://chat.openai.com/share/4ebcdaf3-79aa-495d-b25b-c53ac7197eed,NE,2,1,0,"Context was scored 2 because the prompt mentions rails programming language , redis db and provides exact redis configuration excerpt code in rails. This provides clear locus and concrete evidence. Specificity (1): The user asks a clear question—what is the default Redis db value—but provides no constraints, structured output requirements, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-33,https://github.com/polywrap/evo.ninja/pull/167,https://chat.openai.com/share/fe121cf1-d304-4aad-a223-151ae99ec458,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about typescript without code snippets or fucntions. The request does not specify a goal, scope, constraints, or expected output format, so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether to use an I prefix for interface names in TypeScript",1
NE-34,https://github.com/ggerganov/llama.cpp/pull/1807,https://chat.openai.com/share/4b3feffc-438c-492f-80ef-a26a7b026550,NE,2,1,0,"Context was scored 2 because the prompt provides sample code snippets with functions , structures and code symbols.This provides clear locus and concrete evidence. Specificity (1): The question (“can you compare the two and find anything wrong”) establishes a clear intent but lacks constraints, required depth, expected output structure, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-36,https://github.com/zauberzeug/nicegui/pull/2272,https://chat.openai.com/share/266efdfa-5002-4670-abc5-e9941e437cf0,NE,2,0,0,"Context was scored 2 because the prompt mentions about python-socketio and also provides code sample i.e await sio.emit. This provides clear locus and concrete evidence. The prompt does not specify any goal, scope, or constraints for code generation or debugging (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on await sio.emit(...)"" call be taking time",2
NE-37,https://github.com/GaloyMoney/galoy-mobile/pull/2403,https://chat.openai.com/share/7c39121a-a5b0-46b8-b623-a95d78d71ef1,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about android, no code snippets, file path or function Specificity (1): The questions are clear (why icons differ, how to upload a logo, what a background layer is), but there are no constraints or structured output requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual statement on the app icon in android appearing edge to edge in some devices and in some devices it has a white border",2
NE-38,https://github.com/codecrafters-io/frontend/pull/1061,https://chat.openai.com/share/d668d64c-182e-4e9d-8e17-6517d91fc65e,NE,2,1,0,"Context was scored 2 because the prompt provides code snippets with actual functions and methods like additionalCheckoutSessionProperties which provides clear locus and concrete evidence. The developer asks why the name is wrong and what better options are, which is a clear goal, but does not define constraints or expected output format (1). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-39,https://github.com/Zekarant/Mangas-Fan-V8/pull/13,https://chat.openai.com/share/2f5541f0-f0cd-4fce-bbf7-b919d5b282c6,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about the Symfony framework and listing symbols/constants like APP_SECRET. Specificity (1): The question clearly asks what the variable does and whether exposing it on GitHub poses security risks, but it does not specify constraints, expected output structure, or reasoning requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2
NE-40,https://github.com/wavlake/catalog/pull/404,https://chatgpt.com/share/58562633-8742-4748-8f6d-290338880f5f,NE,2,1,0,"Context was scored 2 because the prompt provides typescript code snippets with various functions e.g subscribeMany, querySync pool.get. This provides clear locus and concrete evidence. Score 1 because while the user asks for differences and explanations, the request lacks explicit constraints, output format, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-41,https://github.com/GaloyMoney/galoy-mobile/pull/2361,https://chat.openai.com/share/24eacd69-b0f3-42c0-905d-77e9559b477b,NE,0,1,0,"Context was scored 0 because the prompt asks a general question inquiring about whether it's best practice to open up review window incase user is enjoying the app, no framework, language, function names, file path mentioned or provided. Specificity (1): The goal is clear—understand whether it is common practice to trigger review windows, whether a second prompt is needed, and whether skipping it is harmful—but there are no constraints or structured output expectations. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether it's common practice to open up a review window if users say yes when asked if they're enjoying the app",1
NE-42,https://github.com/dswcodes0/StatChat/pull/30,https://chat.openai.com/share/64952937-bd11-49ad-bab5-22074a49b488,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about magic numbers. The prompt also lacks a defined goal, transformation request, or actionable task for the model, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on what a magic number is in programming.",0
NE-43,https://github.com/40LF0/couple_project_backend/pull/13,https://chat.openai.com/share/1d1b07f3-3908-46fa-801e-946a0fc5b48c,NE,2,1,0,"Context was scored 2 because the prompt provides java code snippets with classes like Term and enumerations. This provides clear locus and concrete evidence. Specificity (1): The goal—asking for better naming for the enum and its values—is clear but lacks constraints, structured format requirements, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether there's a better name for enum than Optional",3
NE-44,https://github.com/VOICEVOX/voicevox/pull/1555,https://chat.openai.com/share/63cbb2ea-5b4d-4051-b83e-724269ce785d,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about the difference in meaning between enableKeepingParameter and enableToKeepParameter. The prompt does not specify a goal, task, transformation, or constraints, but instead asks a general linguistic question about differences in phrasing ('enableKeepingParameter' vs. 'enableToKeepParameter'), so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0
NE-45,https://github.com/boostcampwm2023/web15-BaekjoonRooms/pull/50,https://chat.openai.com/share/13cc5a56-d758-407e-bc55-2ad0711bd719,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about npm install or npm ci in dockerfile. Specificity (1): The goal—choosing between `npm install` and `npm ci` in a Dockerfile—is clear, but there are no constraints, structured output requirements, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2
NE-46,https://github.com/maybe-finance/maybe/pull/228,https://chat.openai.com/share/dffc98d6-e9ea-4513-8914-d431c2a3cae6,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about typescript but nothing related to code snippets, functions or symbols The request has no explicit goal, scope, or constraints beyond simple rewriting, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on how say this sentence"" TypeScript repo without semi-colons? Who's in charge here"" without demeaning anybody.",1
NE-47,https://github.com/SSWConsulting/SSW.Rules.Content/pull/6250,https://chat.openai.com/share/2bd547da-d025-438b-96d0-b98455cb1687,NE,0,1,0,"Context was scored 0 because the prompt asks a general query on providing 5 options to rephrase the provided introduction line. Specificity (1): The goal is clear (provide five rephrased options), but there are no constraints, formatting rules, or additional guidance. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on how to rephase an introduction line to the list of things to consider when placing someone on an internal project",1
NE-49,https://github.com/SuffolkLITLab/docassemble-AssemblyLine-documentation/pull/404,https://chat.openai.com/share/b931b58a-5082-4d3c-8206-cdfda580ddf1,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about python, pydoc-markdown and docusaurus. Specificity is 1 because the developer raises a clear goal—improving navigation structure and deep linking—but does not provide constraints, expected output formats, or detailed scope. Verification was scored 1 because the prompt contains implicit correctness criteria, expected behavior. User can view the results of the pydoc-mark to see if the feature (navigation structure) was added and can deep link to class names.",3
NE-50,https://github.com/joke2k/faker/pull/1988,https://chat.openai.com/share/1f311605-ce61-4b5b-b702-ba8c41e6833a,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about some functions random.uniform and random.randint. Specificity (1): The intent—asking why the functions behave differently when arguments are reversed—is clear but lacks scope constraints or structured output requirements. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The mechanism of operation of random.uniform and random.randint can be checked.",3
NE-52,https://github.com/ubiquibot/conversation-rewards/pull/3,https://chat.openai.com/share/3206263b-ba8d-4c4c-9890-5264fd0bdb02,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning typescript programming language and providing some symbols like expressions Array<number> or number[] . It also lacks a defined goal, scope, or constraints—it is a general conceptual question (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",1
